Rank,Track_id,Streams,Track Name,Artist,URL,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,duration_ms,key,mode,Artist_id,Artist_popularity
1.0,25sgk305KZfyuqVBQIahim,1166185736,Sweet but Psycho,Ava Max,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,0.0691,0.719,0.704,0.0,0.166,"-4,724",0.0476,0.628,"133,002",4,187436,1,1,4npEfmQ6YuiwW1GpUmaq3F,87
2.0,2Fxmhks0bxGSBdJ92vM42m,1052358787,bad guy,Billie Eilish,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,0.425,0.13,0.1,"-10,965",0.375,0.562,"135,128",4,194088,7,1,6qqNVTkY8uBg9cP3Jd7DAH,98
3.0,6ocbgoVGwYJhOv1GgI9NsF,789094044,7 rings,Ariana Grande,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,0.592,0.778,0.317,0.0,0.0881,"-10,732",0.334,0.327,"140,048",4,178627,1,0,66CXWjxzNUsdJxJ2JdwvnR,97
4.0,1rgnBhdG2JDFTbYkYRZAku,764208309,Dance Monkey,Tones and I,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,0.688,0.825,0.593,0.000161,0.17,"-6,401",0.0988,0.54,"98,078",4,209755,6,0,2NjfBq1NflQcKSeiDooVjY,92
5.0,6v3KW9xbzN5yKLt9YKDYA2,763064359,Senorita,Shawn Mendes,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,0.548,0.0,0.0828,"-6,049",0.029,0.749,"116,967",4,190800,9,0,7n2wHs1TKAczGzO7Dd2rGr,94
6.0,5w9c2J52mkdntKOmRLeM2m,715027898,Con Calma,Daddy Yankee,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,0.11,0.737,0.86,1.94e-06,0.0574,"-2,652",0.0593,0.656,"93,989",4,193227,8,0,4VMYDCV2IEDYJArk749S6m,95
7.0,2VxeLyX666F8uXCJ0dZF8B,714097238,Shallow,Lady Gaga,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,0.371,0.572,0.385,0.0,0.231,"-6,362",0.0308,0.323,"95,799",4,215733,7,1,1HY2Jd0NmPuamShAr6KMms,89
8.0,7qEHsqek33rTcFNT9PFqLf,661930419,Someone You Loved,Lewis Capaldi,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,0.751,0.501,0.405,0.0,0.105,"-5,679",0.0319,0.446,"109,891",4,182161,1,1,4GNC7GD6oZMSxPGyXy4MNB,92
9.0,2dpaYNEQHiRxtZbfNsse99,620829467,Happier,Marshmello,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,0.191,0.687,0.792,0.0,0.167,"-2,749",0.0452,0.671,"100,015",4,214290,5,1,64KEffDW9EtZ1y2vBYgq8T,90
10.0,6MWtB6iiXyIwun0YzU6DFP,615519053,Wow.,Post Malone,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,0.163,0.833,0.539,2.1e-06,0.101,"-7,399",0.178,0.385,"99,947",4,149520,11,0,246dkjvS1zLTtiykXe5h60,100
11.0,5p7ujcrUXASCNwRaWNHR1C,605653817,Without Me,Halsey,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,0.297,0.752,0.488,9.11e-06,0.0936,-7.05,0.0705,0.533,"136,041",4,201661,6,1,26VFTg2z8YR0cCuwLzESi2,92
12.0,5iwz1NiezX7WWjnCgY5TH4,591435651,Calma - Remix,Pedro Capo,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,0.773,0.0,0.143,"-4,218",0.0524,0.761,"126,899",4,238200,11,0,4QVBYiagIaa6ZGSPMbybpy,83
13.0,6Qs4SXO9dwPj5GKvVOv8Ki,560659214,Dancing With A Stranger (with Normani),Sam Smith,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,0.45,0.741,0.52,1.97e-06,0.222,"-7,513",0.0656,0.347,"102,998",4,171030,8,1,2wY79sveU1sp5g7SokKOiI,92
14.0,6vBdBCoOhKHiYDDOcorfNo,501130662,Goodbyes (Feat. Young Thug),Post Malone,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,0.447,0.58,0.653,0.0,0.111,"-3,818",0.0745,0.175,"150,231",4,174960,5,1,246dkjvS1zLTtiykXe5h60,100
15.0,70eFcWOvlMObDhURTqT4Fv,499741532,Beautiful People (feat. Khalid),Ed Sheeran,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,0.124,0.64,0.648,0.0,0.0802,"-8,113",0.187,0.548,"92,977",4,197867,5,0,6eUKZXaKkcviH0Ku9w2n3V,98
16.0,6u7jPi22kF8CTQ3rb9DHE7,490147372,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,"136,041",4,157067,6,1,7jVv8c5Fj3E9VhNjxT4snq,87
17.0,2ksOAxtIxY8yElEWw8RhgK,486837636,China,Anuel AA,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,0.808,0.000289,0.0822,"-3,702",0.0882,0.609,"105,027",4,301714,7,1,2R21vXR83lH98kGeO99Y66,96
18.0,2TH65lNHgvLxCKXM3apjxI,478232047,Callaita,Bad Bunny,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,0.6,0.61,0.624,2.12e-06,0.243,"-4,773",0.309,0.244,"176,169",4,250534,2,1,4q3ewBCX7sLwd24euuV69X,98
19.0,2JvzF1RMd7lE3KmFlsyZD8,471425764,MIDDLE CHILD,J. Cole,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,0.149,0.837,0.364,0.0,0.271,"-11,713",0.276,0.463,"123,984",4,213594,8,1,6l3HvQ5sa6mXTsMTB19rO5,91
20.0,1rqqCSm0Qe4I9rUvWncaom,470921270,High Hopes,Panic! At The Disco,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,0.193,0.579,0.904,0.0,0.064,"-2,729",0.0618,0.681,"82,014",4,190947,5,1,20JZFwl6HVl6yg8a4H3ZqK,88
21.0,2xLMifQCjDGFmkHkpNLD9h,458994547,SICKO MODE,Travis Scott,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,0.00513,0.834,0.73,0.0,0.124,"-3,714",0.222,0.446,"155,008",4,312820,8,1,0Y5tJX1MQlPlqiwlOH1tJY,98
22.0,3e9HZxeyfWwjeyPAMmWSSQ,457296092,"thank u, next",Ariana Grande,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ,0.229,0.717,0.653,0.0,0.101,"-5,634",0.0658,0.412,"106,966",4,207320,1,1,66CXWjxzNUsdJxJ2JdwvnR,97
23.0,0hVXuCcriWRGvwMV1r5Yn9,453524592,I Don't Care (with Justin Bieber),Ed Sheeran,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,0.675,0.0,0.0894,"-5,041",0.0442,0.842,"101,956",4,219947,6,1,6eUKZXaKkcviH0Ku9w2n3V,98
24.0,4kV4N9D1iKVxx1KLvtTpjS,437732762,"break up with your girlfriend, i'm bored",Ariana Grande,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,0.0421,0.726,0.554,0.0,0.106,-5.29,0.0917,0.335,"169,999",4,190440,5,0,66CXWjxzNUsdJxJ2JdwvnR,97
25.0,7FGq80cy8juXBCD2nrqdWU,437445791,Eastside (with Halsey & Khalid),benny blanco,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,0.549,0.632,0.686,0.0,0.2,"-7,665",0.243,0.329,"89,949",4,170770,6,0,5CiGnKThu5ctn9pBxv7DGa,83
26.0,21jGcNKet2qwijlDFuPiPb,428712946,Circles,Post Malone,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,0.192,0.695,0.762,0.00244,0.0863,"-3,497",0.0395,0.553,"120,042",4,215280,0,1,246dkjvS1zLTtiykXe5h60,100
27.0,5qmq61DAAOUaW8AUo8xKhh,428395771,Truth Hurts,Lizzo,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,0.11,0.715,0.624,0.0,0.123,"-3,046",0.114,0.412,"158,087",4,173325,4,0,56oDRnqbIiwx4mymNEv7dS,88
28.0,2IRZnDFmlqMuOrYOLnZZyc,424959272,Going Bad (feat. Drake),Meek Mill,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,0.259,0.889,0.496,0.0,0.252,"-6,365",0.0905,0.544,"86,003",4,180522,4,0,20sxb77xiYeusSH8cVdatc,88
29.0,5WHTFyqSii0lmT9R21abT8,415230966,Don't Call Me Up,Mabel,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,0.296,0.674,0.881,3.01e-06,0.0793,"-2,853",0.147,0.234,"98,994",4,178480,9,1,1MIVXf74SZHmTIp4V4paH4,82
30.0,285pBltuF7vW8TeWk8hdRR,413902280,Lucid Dreams,Juice WRLD,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,0.349,0.511,0.566,0.0,0.34,-7.23,0.2,0.218,"83,903",4,239836,6,0,4MCBfE4596Uoi2O4DtmEMz,98
31.0,0uUNN1nSoUx1A4fkDCWDQ7,407647986,So Am I,Ava Max,https://open.spotify.com/track/0uUNN1nSoUx1A4fkDCWDQ7,0.0737,0.682,0.656,0.0,0.353,-4.67,0.0435,0.607,"130,089",4,183027,6,1,4npEfmQ6YuiwW1GpUmaq3F,87
32.0,7dt6x5M1jzdTEt8oCbisTK,405953336,Better Now,Post Malone,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,0.331,0.68,0.578,0.0,0.135,"-5,804",0.04,0.341,"145,038",4,231267,10,1,246dkjvS1zLTtiykXe5h60,100
33.0,6b2RcmUt1g9N9mQ3CbjX2Y,399479470,How Do You Sleep?,Sam Smith,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,0.682,0.0,0.0763,"-4,931",0.0925,0.345,"110,567",5,202205,1,0,2wY79sveU1sp5g7SokKOiI,92
34.0,0e7ipj03S05BNilyu5bRzt,395449434,rockstar (feat. 21 Savage),Post Malone,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,0.124,0.585,0.52,7.01e-05,0.131,"-6,136",0.0712,0.129,"159,801",4,218147,5,0,246dkjvS1zLTtiykXe5h60,100
35.0,51Fjme0JiitpyXKuyQiCDo,394840154,Lalala,Y2K,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,0.181,0.843,0.391,0.0,0.137,"-7,899",0.0845,0.496,"129,972",4,160627,2,1,6USMTwO0MNDnKte5a5h0xx,81
36.0,7fa9MBXhVfQ8P8Df9OEbD8,391247076,Girls Like You (feat. Cardi B),Maroon 5,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,0.568,0.851,0.541,0.0,0.13,"-6,825",0.0505,0.448,"124,959",4,235545,0,1,04gDigrS5kc9YWfZHwBETP,94
37.0,6TqXcAFInzjp0bODyvrWEq,391135051,Talk (feat. Disclosure),Khalid,https://open.spotify.com/track/6TqXcAFInzjp0bODyvrWEq,0.051,0.901,0.4,0.0,0.0599,"-8,575",0.126,0.346,"135,984",4,197573,0,1,6LuN9FCkKOj5PcnpouEgny,96
38.0,116H0KvKr2Zl4RPuVBruDO,385397401,MIA (feat. Drake),Bad Bunny,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,0.0141,0.817,0.539,0.000496,0.099,"-6,349",0.0621,0.158,"97,062",4,210368,6,0,4q3ewBCX7sLwd24euuV69X,98
39.0,1DFD5Fotzgn6yYXkYsKiGs,383102280,Piece Of Your Heart,MEDUZA,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,0.0404,0.677,0.744,0.00016,0.074,"-6,806",0.0295,0.631,124.08,4,152913,10,0,0xRXCcSX89eobfrshSVdyu,85
40.0,43zdsphuZLzwA9k4DJhU0I,383052345,when the party's over,Billie Eilish,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,0.978,0.367,0.111,3.97e-05,0.0897,"-14,084",0.0972,0.198,"82,642",4,196077,4,1,6qqNVTkY8uBg9cP3Jd7DAH,98
41.0,1Ej96GIBCTvgH7tNX1r3qr,379255058,Otro Trago,Sech,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,0.7,0.000167,0.11,"-4,669",0.341,0.62,"176,036",4,225933,0,1,77ziqFxp5gaInVrF2lj4ht,95
42.0,2qxmye6gAegTMjLKEBoR3d,375966129,Let Me Down Slowly,Alec Benjamin,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,0.74,0.652,0.557,0.0,0.124,"-5,714",0.0318,0.483,"150,073",4,169354,1,0,5IH6FPUwQTxPSXurCrcIov,84
43.0,4R8BJggjosTswLxtkw8V7P,373850485,No Me Conoce - Remix,Jhay Cortez,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,0.145,0.806,0.786,0.0,0.0935,"-3,831",0.0741,0.58,"91,973",4,309120,10,0,0EFisYRi20PTADoJrifHrz,84
44.0,2b8fOow8UzyDFAE27YhOZM,370084251,Memories,Maroon 5,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,0.837,0.764,0.32,0.0,0.0822,"-7,209",0.0546,0.575,"91,019",4,189486,11,1,04gDigrS5kc9YWfZHwBETP,94
46.0,2qG5sZ7Si6sdK74qLxedYM,363263081,Con Altura,ROSALIA,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,0.689,0.00325,0.0501,"-4,027",0.124,0.746,"97,963",4,161627,6,1,7ltDVBr6mKbRvohxheJ9h1,87
47.0,4SSnFejRGlZikf02HLewEF,361738496,bury a friend,Billie Eilish,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,0.74,0.905,0.389,0.162,0.106,"-14,505",0.332,0.196,"120,046",4,193143,8,1,6qqNVTkY8uBg9cP3Jd7DAH,98
48.0,5ry2OE6R2zPQFDO85XkgRb,361263328,Money In The Grave (Drake ft. Rick Ross),Drake,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,0.101,0.831,0.502,0.0,0.122,"-4,045",0.046,0.101,"100,541",4,205427,10,0,3TVXtAsR1Inumwj472S9r4,99
49.0,3ee8Jmje8o58CHK66QrVC2,360048630,SAD!,XXXTENTACION,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,0.258,0.74,0.613,0.00372,0.123,-4.88,0.145,0.473,"75,023",4,166606,8,1,15UsOTVnJzReFVN1VCnxy4,95
50.0,7COXchtUOMd6uIT6HvmRaI,359061581,i'm so tired...,Lauv,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,0.176,0.599,0.733,0.0,0.242,"-7,058",0.203,0.534,"102,211",4,162583,11,1,5JZ7CnR6gTvEMKX4g70Amv,91
51.0,5W83ErFkO3aKAIS1WMi6u0,358927858,Secreto,Anuel AA,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,0.803,0.00853,0.136,"-4,156",0.126,0.706,"91,987",4,258800,11,1,2R21vXR83lH98kGeO99Y66,96
52.0,4w8niZpiMy6qz1mntFA5uM,353713290,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,0.157,0.842,0.801,4.82e-06,0.0642,"-4,167",0.228,0.617,"95,881",4,212500,8,0,540vIaP2JwjQb9dm3aArA4,88
53.0,7qiZfU4dY1lWllzX7mPBI3,353578651,Shape of You,Ed Sheeran,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,0.581,0.825,0.652,0.0,0.0931,"-3,183",0.0802,0.931,"95,977",4,233713,1,0,6eUKZXaKkcviH0Ku9w2n3V,98
54.0,6zeeWid2sgw4lap2jV61PZ,353040764,Better,Khalid,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,0.0765,0.596,0.552,0.334,0.104,"-10,278",0.097,0.112,"97,949",4,229320,0,0,6LuN9FCkKOj5PcnpouEgny,96
55.0,0fea68AdmYNygeTGI4RC18,350601983,LA CANCION,J Balvin,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,0.152,0.754,0.646,1.85e-05,0.108,"-5,795",0.317,0.429,"176,089",4,242573,7,1,1vyhD5VmyZ7KMfW5gqLgo5,99
56.0,53CJANUxooaqGOtdsBTh7O,350047280,Old Town Road,Lil Nas X,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,0.0361,0.908,0.517,1.73e-06,0.0949,"-6,063",0.129,0.471,"136,019",4,113013,1,1,7jVv8c5Fj3E9VhNjxT4snq,87
57.0,1wJRveJZLSb1rjhnUHQiv6,346465962,Swervin (feat. 6ix9ine),A Boogie Wit da Hoodie,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6,0.0153,0.581,0.662,0.0,0.111,"-5,239",0.303,0.434,"93,023",4,189487,9,1,31W5EY0aAly4Qieq6OFu6I,91
58.0,0pqnGHJpmpxLKifKRmU6WP,343080186,Believer,Imagine Dragons,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,0.0622,0.776,0.78,0.0,0.081,"-4,374",0.128,0.666,"124,949",4,204347,10,0,53XhwfbYqKCa1cC15pYq2q,92
59.0,2iUXsYOEPhVqEBwsqP70rE,334669623,Youngblood,5 Seconds of Summer,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,0.0169,0.596,0.854,0.0,0.124,"-5,114",0.463,0.152,"120,274",4,203418,7,0,5Rl15oVamLq7FbSb0NNBNy,87
60.0,4y3OI86AEP6PQoDE6olYhO,315164968,Sucker,Jonas Brothers,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,0.0427,0.842,0.734,0.0,0.106,"-5,065",0.0588,0.952,"137,958",4,181040,1,0,7gOdHgIoIKoe4i9Tta6qdD,87
61.0,0JP9xo3adEtGSdUEISiszL,314664397,Moonlight,XXXTENTACION,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,0.556,0.921,0.537,0.00404,0.102,"-5,723",0.0804,0.711,"128,009",4,135090,9,0,15UsOTVnJzReFVN1VCnxy4,95
62.0,0tgVpDi06FyKpA1z0VMD4v,310304897,Perfect,Ed Sheeran,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,0.163,0.599,0.448,0.0,0.106,"-6,312",0.0232,0.168,95.05,3,263400,8,1,6eUKZXaKkcviH0Ku9w2n3V,98
63.0,3eekarcy7kvN4yt5ZFzltW,309682412,HIGHEST IN THE ROOM,Travis Scott,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,0.0546,0.598,0.427,5.83e-06,0.21,"-8,764",0.0317,0.0605,"76,469",4,175721,7,0,0Y5tJX1MQlPlqiwlOH1tJY,98
64.0,2YpeDb67231RjR0MgVLzsG,307243369,Old Town Road - Remix,Lil Nas X,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,0.0533,0.878,0.619,0.0,0.113,-5.56,0.102,0.639,"136,041",4,157067,6,1,7jVv8c5Fj3E9VhNjxT4snq,87
66.0,4u7EnebtmKWzUH433cf5Qv,305423901,Bohemian Rhapsody - 2011 Mix,Queen,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,0.271,0.414,0.404,0.0,0.3,"-9,928",0.0499,0.224,"71,105",4,354320,0,0,1dfeR4HaWDbWqFHLkxsg1d,93
67.0,7uH27oIt4a6cIFCA8ZPcyG,301330276,Baila Baila Baila,Ozuna,https://open.spotify.com/track/7uH27oIt4a6cIFCA8ZPcyG,0.0361,0.816,0.754,0.0,0.217,-2.75,0.111,0.533,"99,966",4,158400,11,0,1i8SpTcr7yvPOmcqrbnVXY,98
68.0,6osaMSJh9NguagEDQcZaKx,296598553,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,0.278,0.694,0.758,1.34e-06,0.102,"-2,986",0.218,0.371,"192,091",4,185195,11,1,540vIaP2JwjQb9dm3aArA4,88
69.0,1c0hsvHLELX6y8qymnpLKL,290429693,Soltera - Remix,Lunay,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,0.361,0.795,0.783,0.0,0.437,"-4,271",0.0432,0.8,"92,016",4,266087,5,1,47MpMsUfWtgyIIBEFOr4FE,88
70.0,2BgEsaKNfHUdlh97KmvFyo,290392031,2002,Anne-Marie,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,0.0372,0.697,0.683,0.0,0.137,"-2,881",0.117,0.603,"96,133",4,186987,1,0,1zNqDE7qDGCsyzJwohVaoX,86
71.0,2P91MQbaiQOfbiz9VqhqKQ,288231385,I Like Me Better,Lauv,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,0.535,0.752,0.505,2.55e-06,0.104,"-7,621",0.253,0.419,91.97,4,197437,9,1,5JZ7CnR6gTvEMKX4g70Amv,91
72.0,5T8EDUDqKcs6OSOwEsfqG7,287730019,Don't Stop Me Now - 2011 Mix,Queen,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7,0.0475,0.559,0.868,0.000176,0.776,"-5,276",0.17,0.609,"156,295",4,209413,5,1,1dfeR4HaWDbWqFHLkxsg1d,93
73.0,6v0lAdFF4haL8xjBIUjtOw,286923182,Te Robare,Nicky Jam,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,0.752,4.51e-05,0.0813,"-3,572",0.0561,0.797,"175,997",4,201818,2,0,1SupJlEpv7RS2tPNRaHViT,94
75.0,7KbF6AdprOXEEHlsq11Z6d,282065182,11:00 pm,Maluma,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,0.712,0.0,0.091,-4.84,0.277,0.68,"95,692",4,175733,10,1,1r4hJ1h58CWwUQe3MxPuau,92
76.0,5uCax9HTNlzGybIStD3vDh,281985613,Say You Won't Let Go,James Arthur,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,0.695,0.358,0.557,0.0,0.0902,"-7,398",0.059,0.494,"85,043",4,211467,10,1,4IWBUUAFIplrNtaOHcJPRM,87
